Dot Point Measurements

Generated: Friday 22 May 2026 11:31:30

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site	Habitat	Transect	Analyst	Rugosity	Depth	Collector	Fishing status	Spare	Spare	level_2	level_3	level_4	level_5	scientific	qualifiers	check		Radius %
SAL-BV-013_1_X.JPG	      0		880	498													Cnidaria > Hydroids								64.2
SAL-BV-013_1_X.JPG	      0		874	637													Sponges > Erect forms	Branching							46.9
SAL-BV-013_1_X.JPG	      0		634	1015													Sponges > Massive forms	Simple							17.0
SAL-BV-013_1_X.JPG	      0		676	475													Sponges > Erect forms	Laminar							66.3
SAL-BV-013_1_X.JPG	      0		1064	700													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						53.2
SAL-BV-013_1_X.JPG	      0		865	1457													Bryozoa > Hard	Fenestrate							62.4
SAL-BV-013_1_X.JPG	      0		944	1499													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						70.3
SAL-BV-013_1_X.JPG	      0		569	1736													Matrix > Mixed Sessile Invertebrate								100.0
SAL-BV-013_1_X.JPG	      0		1035	1686													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						97.0
SAL-BV-013_1_X.JPG	      0		778	1393													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						52.8
SAL-BV-013_1_X.JPG	      0		775	1208													Cnidaria > Hydroids								29.0
SAL-BV-013_1_X.JPG	      0		748	536													Sponges > Erect forms	Branching							57.6
SAL-BV-013_1_X.JPG	      0		629	762													Sponges > Cup-likes	Cups	Cup / goblet						33.2
SAL-BV-013_1_X.JPG	      0		850	1070													Bryozoa > Hard	Fenestrate							16.0
SAL-BV-022_1_X.JPG	      0		668	1021													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						23.3
SAL-BV-022_1_X.JPG	      0		645	162													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						82.8
SAL-BV-022_1_X.JPG	      0		996	1572													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						86.9
SAL-BV-022_1_X.JPG	      0		672	283													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						68.3
SAL-BV-022_1_X.JPG	      0		883	114													Sponges > Erect forms	Laminar							87.7
SAL-BV-022_1_X.JPG	      0		692	560													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						36.4
SAL-BV-022_1_X.JPG	      0		707	1049													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						24.0
SAL-BV-022_1_X.JPG	      0		743	51													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						94.3
SAL-BV-022_1_X.JPG	      0		910	1524													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						79.0
SAL-BV-022_1_X.JPG	      0		953	600													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						36.0
SAL-BV-022_1_X.JPG	      0		993	351													Bryozoa > Hard	Fenestrate							64.0
SAL-BV-022_1_X.JPG	      0		596	1670													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						97.2
SAL-BV-022_1_X.JPG	      0		753	1708													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						99.2
SAL-BV-022_1_X.JPG	      0		878	1558													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						82.4
SAL-BV-022_1_X.JPG	      0		929	1703													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-022_1_X.JPG	      0		725	1228													Sponges > Erect forms	Branching							43.7
SAL-BV-022_1_X.JPG	      0		665	405													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						54.6
SAL-BV-022_1_X.JPG	      0		737	308													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						64.4
SAL-BV-022_1_X.JPG	      0		670	699													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						22.8
SAL-BV-022_1_X.JPG	      0		848	599													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						31.2
SAL-BV-026_1_X.JPG	      0		967	221													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						66.2
SAL-BV-026_1_X.JPG	      0		977	918													Sponges > Massive forms	Simple							15.4
SAL-BV-026_1_X.JPG	      0		1036	823													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.7
SAL-BV-026_1_X.JPG	      0		895	523													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						33.9
SAL-BV-026_1_X.JPG	      0		852	1683													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						87.5
SAL-BV-026_1_X.JPG	      0		579	683													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						32.8
SAL-BV-026_1_X.JPG	      0		1015	500													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						40.0
SAL-BV-026_1_X.JPG	      0		1009	615													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						29.3
SAL-BV-026_1_X.JPG	      0		1000	1395													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						59.6
SAL-BV-026_1_X.JPG	      0		827	285													Bryozoa > Soft	Dendroid							58.4
SAL-BV-026_1_X.JPG	      0		678	441													Matrix > Mixed Sessile Invertebrate								45.7
SAL-BV-026_1_X.JPG	      0		1069	564													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						37.2
SAL-BV-026_1_X.JPG	      0		918	943													Sponges > Cup-likes	Cups	Cup / goblet						12.6
SAL-BV-026_1_X.JPG	      0		592	1768													Matrix > Mixed Sessile Invertebrate								100.0
SAL-BV-026_1_X.JPG	      0		956	734													Matrix > Mixed Sessile Invertebrate								16.1
SAL-BV-026_1_X.JPG	      0		814	623													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						23.4
SAL-BV-026_1_X.JPG	      0		619	1706													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						93.1
SAL-BV-026_1_X.JPG	      0		769	69													Cnidaria > Hydroids								81.4
SAL-BV-026_1_X.JPG	      0		814	1023													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.0
SAL-BV-026_1_X.JPG	      0		580	1371													Matrix > Mixed Sessile Invertebrate								61.7
SAL-BV-027_1_X.JPG	      0		767	866													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						17.8
SAL-BV-027_1_X.JPG	      0		760	578													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						47.2
SAL-BV-027_1_X.JPG	      0		899	1893													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						89.8
SAL-BV-027_1_X.JPG	      0		1015	860													Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic						27.2
SAL-BV-027_1_X.JPG	      0		752	68													Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic						100.0
SAL-BV-027_1_X.JPG	      0		910	1594													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						59.2
SAL-BV-027_1_X.JPG	      0		847	1711													Matrix > Mixed Sessile Invertebrate								70.5
SAL-BV-027_1_X.JPG	      0		747	591													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						46.1
SAL-BV-027_1_X.JPG	      0		566	1911													Unscorable								94.8
SAL-BV-027_1_X.JPG	      0		730	896													Matrix > Mixed Sessile Invertebrate								16.5
SAL-BV-027_1_X.JPG	      0		927	395													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						66.9
SAL-BV-027_1_X.JPG	      0		1045	1224													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						31.0
SAL-BV-027_1_X.JPG	      0		617	1890													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						91.4
SAL-BV-027_1_X.JPG	      0		926	1606													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						60.7
SAL-BV-027_1_X.JPG	      0		553	559													Sponges > Erect forms	Branching							55.9
SAL-BV-027_1_X.JPG	      0		940	1388													Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic						39.2
SAL-BV-027_1_X.JPG	      0		1070	646													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						47.8
SAL-BV-027_1_X.JPG	      0		688	133													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						93.9
SAL-BV-027_1_X.JPG	      0		596	292													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						79.9
SAL-BV-027_1_X.JPG	      0		958	1513													Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic						52.1
SAL-BV-032_1_X.JPG	      0		726	212													Matrix > Mixed Sessile Invertebrate								79.2
SAL-BV-032_1_X.JPG	      0		926	154													Matrix > Mixed Sessile Invertebrate								87.1
SAL-BV-032_1_X.JPG	      0		956	510													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						46.0
SAL-BV-032_1_X.JPG	      0		1045	1208													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						52.7
SAL-BV-032_1_X.JPG	      0		764	1451													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						73.5
SAL-BV-032_1_X.JPG	      0		619	1034													Unscorable								31.6
SAL-BV-032_1_X.JPG	      0		875	130													Matrix > Mixed Sessile Invertebrate								89.2
SAL-BV-032_1_X.JPG	      0		692	1661													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-032_1_X.JPG	      0		552	780													Unscorable								32.0
SAL-BV-032_1_X.JPG	      0		721	825													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						10.6
SAL-BV-032_1_X.JPG	      0		916	74													Matrix > Mixed Sessile Invertebrate								96.6
SAL-BV-032_1_X.JPG	      0		734	1579													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						89.5
SAL-BV-032_1_X.JPG	      0		991	1466													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						78.7
SAL-BV-032_1_X.JPG	      0		643	450													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						53.2
SAL-BV-032_1_X.JPG	      0		738	833													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						8.3
SAL-BV-032_1_X.JPG	      0		936	70													Matrix > Mixed Sessile Invertebrate								97.5
SAL-BV-032_1_X.JPG	      0		992	1269													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						56.1
SAL-BV-032_1_X.JPG	      0		690	1438													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						73.1
SAL-BV-032_1_X.JPG	      0		674	1215													Matrix > Mixed Sessile Invertebrate								47.1
SAL-BV-032_1_X.JPG	      0		863	703													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.8
SAL-BV-035_1_X.JPG	      0		953	392													Sponges > Cup-likes	Barrels							38.8
SAL-BV-035_1_X.JPG	      0		814	1043													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						40.1
SAL-BV-035_1_X.JPG	      0		707	208													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						59.8
SAL-BV-035_1_X.JPG	      0		796	1490													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						92.5
SAL-BV-035_1_X.JPG	      0		970	1072													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						46.2
SAL-BV-035_1_X.JPG	      0		1045	7													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						85.1
SAL-BV-035_1_X.JPG	      0		580	31													Unscorable								84.1
SAL-BV-035_1_X.JPG	      0		604	1337													Sponges > Cup-likes	Barrels							79.3
SAL-BV-035_1_X.JPG	      0		712	721													Sponges > Cup-likes	Barrels							14.7
SAL-BV-035_1_X.JPG	      0		919	61													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						75.7
SAL-BV-035_1_X.JPG	      0		1042	828													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						28.4
SAL-BV-035_1_X.JPG	      0		796	59													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						75.4
SAL-BV-035_1_X.JPG	      0		968	1544													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-035_1_X.JPG	      0		567	713													Unscorable								31.5
SAL-BV-035_1_X.JPG	      0		891	376													Sponges > Cup-likes	Barrels							38.7
SAL-BV-035_1_X.JPG	      0		984	1483													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						93.3
SAL-BV-035_1_X.JPG	      0		988	339													Cnidaria > Hydroids								46.1
SAL-BV-035_1_X.JPG	      0		815	1040													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						39.7
SAL-BV-035_1_X.JPG	      0		1015	719													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						21.2
SAL-BV-035_1_X.JPG	      0		544	565													Unscorable								37.7
SAL-BV-043_1_X.JPG	      0		695	504													Matrix > Mixed Sessile Invertebrate								24.2
SAL-BV-043_1_X.JPG	      0		671	773													Sponges > Erect forms	Laminar							16.4
SAL-BV-043_1_X.JPG	      0		1041	714													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.0
SAL-BV-043_1_X.JPG	      0		944	353													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						35.8
SAL-BV-043_1_X.JPG	      0		829	404													Sponges > Cup-likes	Tubes and chimneys							29.6
SAL-BV-043_1_X.JPG	      0		759	666													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						9.0
SAL-BV-043_1_X.JPG	      0		840	1235													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						48.2
SAL-BV-043_1_X.JPG	      0		667	1484													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						73.3
SAL-BV-043_1_X.JPG	      0		1021	120													Sponges								58.7
SAL-BV-043_1_X.JPG	      0		940	228													Sponges > Massive forms	Simple							47.0
SAL-BV-043_1_X.JPG	      0		1042	99													Sponges								61.2
SAL-BV-043_1_X.JPG	      0		877	522													Sponges > Erect forms	Laminar							18.9
SAL-BV-043_1_X.JPG	      0		608	1763													Matrix > Mixed Sessile Invertebrate								100.0
SAL-BV-043_1_X.JPG	      0		676	483													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						26.9
SAL-BV-043_1_X.JPG	      0		941	1573													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						80.4
SAL-BV-043_1_X.JPG	      0		1008	952													Sponges > Massive forms	Simple							26.9
SAL-BV-043_1_X.JPG	      0		573	1414													Unscorable								69.5
SAL-BV-043_1_X.JPG	      0		1057	272													Matrix > Mixed Sessile Invertebrate								46.7
SAL-BV-043_1_X.JPG	      0		745	318													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.7
SAL-BV-043_1_X.JPG	      0		828	525													Sponges > Erect forms	Laminar							18.3
SAL-BV-047_1_X.JPG	      0		757	1373													Sponges > Erect forms	Laminar							71.0
SAL-BV-047_1_X.JPG	      0		1025	1396													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						75.9
SAL-BV-047_1_X.JPG	      0		683	918													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						25.0
SAL-BV-047_1_X.JPG	      0		963	826													Sponges > Cup-likes	Cups	Incomplete cup / curled fan						14.1
SAL-BV-047_1_X.JPG	      0		871	678													Sponges > Erect forms	Laminar							15.9
SAL-BV-047_1_X.JPG	      0		606	1579													Unscorable								100.0
SAL-BV-047_1_X.JPG	      0		714	400													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						52.7
SAL-BV-047_1_X.JPG	      0		825	825													Sponges > Cup-likes	Cups	Incomplete cup / curled fan						4.0
SAL-BV-047_1_X.JPG	      0		1036	179													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						80.4
SAL-BV-047_1_X.JPG	      0		1000	87													Substrate > Unconsolidated (soft)	Pebble / gravel	Biologenic						90.4
SAL-BV-047_1_X.JPG	      0		842	593													Sponges > Erect forms	Laminar							26.2
SAL-BV-047_1_X.JPG	      0		876	1191													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						47.7
SAL-BV-047_1_X.JPG	      0		795	1181													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						46.8
SAL-BV-047_1_X.JPG	      0		1008	723													Bryozoa > Soft	Foliaceous							22.0
SAL-BV-047_1_X.JPG	      0		954	678													Bryozoa > Soft	Foliaceous							20.2
SAL-BV-047_1_X.JPG	      0		682	232													Sponges > Massive forms	Simple							73.6
SAL-BV-047_1_X.JPG	      0		861	1443													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						78.7
SAL-BV-047_1_X.JPG	      0		995	724													Bryozoa > Soft	Foliaceous							20.5
SAL-BV-047_1_X.JPG	      0		735	476													Sponges > Erect forms	Branching							43.0
SAL-BV-047_1_X.JPG	      0		779	597													Sponges > Erect forms	Laminar							27.1
SAL-BV-049_1_X.JPG	      0		652	29													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-049_1_X.JPG	      0		1049	1879													Bryozoa > Soft	Foliaceous							58.9
SAL-BV-049_1_X.JPG	      0		712	1114													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						11.6
SAL-BV-049_1_X.JPG	      0		863	1874													Bryozoa > Soft	Foliaceous							55.0
SAL-BV-049_1_X.JPG	      0		710	1431													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						19.5
SAL-BV-049_1_X.JPG	      0		806	1818													Bryozoa > Hard	Fenestrate							50.1
SAL-BV-049_1_X.JPG	      0		692	1151													Cnidaria > Corals	Black & Octocorals	Fan (2D)						10.9
SAL-BV-049_1_X.JPG	      0		719	122													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						91.7
SAL-BV-049_1_X.JPG	      0		906	1784													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						48.0
SAL-BV-049_1_X.JPG	      0		949	1779													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						48.4
SAL-BV-049_1_X.JPG	      0		946	1541													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						29.5
SAL-BV-049_1_X.JPG	      0		682	60													Bryozoa > Soft	Foliaceous							97.2
SAL-BV-049_1_X.JPG	      0		853	1114													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						9.6
SAL-BV-049_1_X.JPG	      0		1030	289													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						79.8
SAL-BV-049_1_X.JPG	      0		782	326													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						74.4
SAL-BV-049_1_X.JPG	      0		562	1697													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						44.8
SAL-BV-049_1_X.JPG	      0		916	1498													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						25.1
SAL-BV-049_1_X.JPG	      0		565	1411													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						25.7
SAL-BV-049_1_X.JPG	      0		923	1899													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						57.7
SAL-BV-049_1_X.JPG	      0		773	1538													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						26.8
SAL-BV-054_1_X.JPG	      0		835	640													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						15.8
SAL-BV-054_1_X.JPG	      0		1022	210													Sponges > Cup-likes	Barrels							70.3
SAL-BV-054_1_X.JPG	      0		753	664													Matrix > Mixed Sessile Invertebrate								13.7
SAL-BV-054_1_X.JPG	      0		829	37													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						85.6
SAL-BV-054_1_X.JPG	      0		556	355													Sponges > Cup-likes	Cups	Incomplete cup / curled fan						56.2
SAL-BV-054_1_X.JPG	      0		597	833													Sponges > Massive forms	Cryptic							24.6
SAL-BV-054_1_X.JPG	      0		999	1560													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						94.6
SAL-BV-054_1_X.JPG	      0		747	1317													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						63.8
SAL-BV-054_1_X.JPG	      0		848	40													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						85.4
SAL-BV-054_1_X.JPG	      0		919	215													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						66.3
SAL-BV-054_1_X.JPG	      0		731	707													Matrix > Mixed Sessile Invertebrate								11.0
SAL-BV-054_1_X.JPG	      0		614	19													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						90.2
SAL-BV-054_1_X.JPG	      0		572	380													Sponges > Cup-likes	Cups	Incomplete cup / curled fan						52.8
SAL-BV-054_1_X.JPG	      0		779	1371													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						69.8
SAL-BV-054_1_X.JPG	      0		560	721													Sponges > Massive forms	Cryptic							28.6
SAL-BV-054_1_X.JPG	      0		912	1483													Sponges > Erect forms	Laminar							83.8
SAL-BV-054_1_X.JPG	      0		935	294													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						57.9
SAL-BV-054_1_X.JPG	      0		1013	1455													Matrix > Mixed Sessile Invertebrate								83.4
SAL-BV-054_1_X.JPG	      0		941	1619													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-054_1_X.JPG	      0		835	1515													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						86.7
SAL-BV-056_1_X.JPG	      0		953	1763													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						84.3
SAL-BV-056_1_X.JPG	      0		730	1213													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						28.3
SAL-BV-056_1_X.JPG	      0		1015	265													Substrate > Unconsolidated (soft)	Pebble / gravel	Pebble (10-64mm)						76.9
SAL-BV-056_1_X.JPG	      0		1011	41													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
