Dot Point Measurements

Generated: Friday 22 May 2026 11:17:59

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	level_2	level_3	level_4	level_5	scientific	qualifiers	check		Radius %
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		634	1677													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						74.4
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		653	1314													Unscorable								34.7
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		766	245													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						93.6
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		830	733													Matrix > Bryozoa / Cnidaria Matrix								37.3
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		882	1310													Matrix > Bryozoa / Cnidaria Matrix								30.5
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		851	738													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						36.9
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		573	778													Unscorable								42.0
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		690	197													Matrix > Mixed Sessile Invertebrate								100.0
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		1053	756													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						44.7
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		625	863													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						30.6
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		814	1451													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						45.6
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		696	1741													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						80.0
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		1047	515													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						68.1
SAL-BV-026_1_01_Left_MAH00359.MP4_0031147.jpg	      0		1064	1271													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.6
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		797	489													Matrix > Bryozoa / Cnidaria Matrix								51.8
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		631	797													Unscorable								24.8
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		656	1016													Matrix > Mixed Sessile Invertebrate								10.2
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		875	844													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						20.2
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		571	1684													Unscorable								68.8
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		924	165													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						85.3
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		574	17													Unscorable								100.0
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		875	266													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						74.6
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		710	394													Matrix > Mixed Sessile Invertebrate								61.3
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		1006	1868													Cnidaria > Corals	Black & Octocorals	Fan (2D)						87.8
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		937	876													Cnidaria > Corals	Black & Octocorals	Fan (2D)						22.1
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		550	1356													Unscorable								39.7
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		930	1794													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						78.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		843	1737													Unscorable								71.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		796	1801													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						77.8
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		652	478													Unscorable								53.9
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		771	1484													Unscorable								46.4
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		577	1514													Unscorable								52.6
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		938	1242													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						28.6
SAL-BV-027_1_01_Left_MAH00291.MP4_0062015.jpg	      0		592	443													Unscorable								58.7
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		628	166													Unscorable								100.0
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		705	1640													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						71.4
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		675	1710													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						79.8
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		1049	1042													Sponges > Massive forms	Simple							31.8
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		713	437													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						67.8
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		723	972													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						8.3
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		572	1442													Unscorable								53.5
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		778	300													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						83.2
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		610	943													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						20.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		1036	1493													Sponges > Massive forms	Simple							61.9
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		975	605													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						53.5
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		961	749													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.2
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		1041	1286													Sponges > Massive forms	Simple							43.1
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		666	873													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						21.3
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		602	1065													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						20.3
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		887	473													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						64.6
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		903	1473													Sponges > Massive forms	Simple							53.8
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		542	1629													Unscorable								74.6
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		709	1780													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						87.4
SAL-BV-032_1_01_Left_MAH00339.MP4_0000628.jpg	      0		689	389													Matrix > Mixed Sessile Invertebrate								73.6
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		1034	1796													Sponges > Crusts	Encrusting							64.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		697	261													Unscorable								91.5
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		803	164													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		579	1310													Unscorable								29.1
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		859	1641													Unscorable								46.7
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		883	1457													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						28.7
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		803	1578													Unscorable								40.5
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		959	525													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						65.2
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		1064	1124													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						22.9
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		661	908													Unscorable								31.4
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		1023	1904													Sponges > Crusts	Encrusting							75.0
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		666	269													Unscorable								91.1
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		952	1888													Sponges > Crusts	Encrusting							72.0
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		804	602													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						56.6
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		1033	1081													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						21.3
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		1031	792													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						42.2
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		630	1843													Cnidaria > Corals	Black & Octocorals	Fan (2D)						69.8
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		852	1840													Unscorable								66.4
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		686	1016													Unscorable								21.5
SAL-BV-035_1_01_Left_MAH00336.MP4_0010598.jpg	      0		745	1426													Unscorable								26.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		1005	1477													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						58.6
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		844	193													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						79.3
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		909	23													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						97.6
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		870	909													Matrix > Bryozoa / Cnidaria Matrix								7.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		917	554													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						43.1
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		910	909													Sponges > Massive forms	Simple							11.5
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		778	399													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						57.8
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		563	27													Unscorable								99.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		845	1006													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						6.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		1027	1550													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						66.7
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		567	1542													Unscorable								66.6
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		773	902													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						6.3
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		899	559													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						42.1
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		758	1150													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						21.4
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		541	551													Unscorable								50.2
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		669	1008													Matrix > Mixed Sessile Invertebrate								15.7
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		804	1609													Cnidaria > Corals	Black & Octocorals	Whip						68.7
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		601	1202													Unscorable								33.9
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		997	1889													Unscorable								100.0
SAL-BV-043_1_01_Left_MAH00264.MP4_0018065.jpg	      0		878	1568													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						64.9
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		744	678													Matrix > Bryozoa / Cnidaria Matrix								4.3
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		1055	422													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						40.6
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		734	746													Sponges > Erect forms	Laminar							11.1
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		980	999													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						44.6
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		674	52													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						68.2
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		669	240													Matrix > Bryozoa / Cnidaria / Sponge Matrix								47.8
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		936	45													Bryozoa > Hard	Fenestrate							70.3
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		799	1001													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						38.7
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		759	1521													Unscorable								96.6
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		583	37													Unscorable								72.2
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		580	16													Unscorable								74.5
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		702	487													Matrix > Bryozoa / Cnidaria Matrix								20.5
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		824	1324													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						74.7
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		580	1208													Matrix > Mixed Sessile Invertebrate								65.4
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		983	406													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						36.1
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		887	235													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						48.5
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		926	1539													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						100.0
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		547	967													Unscorable								43.1
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		802	69													Matrix > Bryozoa / Cnidaria Matrix								65.4
SAL-BV-047_1_01_Left_MAH00330.MP4_0041706.jpg	      0		746	1112													Sponges > Erect forms	Laminar							51.0
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		659	660													Unscorable								42.1
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		865	1256													Sponges > Erect forms	Simple							16.1
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		884	220													Substrate > Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)						81.7
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		585	57													Unscorable								97.6
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		718	732													Matrix > Mixed Sessile Invertebrate								34.6
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		560	1375													Unscorable								31.5
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		667	1091													Unscorable								9.9
SAL-BV-049_1_01_Left_MAH01342.MP4_0026954.jpg	      0		717	1420													Unscorable								29.3
